ID,LTV,CLTV,Orig_Bal,Orig_Date,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
329,90,90,124200,30-08-2006,360,9.7,IL,553,Owner Occupied,ARM
1426,85,100,124100,17-08-2006,360,10.337,IA,524,Owner Occupied,ARM
1128,80,80,124000,21-08-2006,360,8.99,FL,618,Owner Occupied,ARM
1482,80,80,124000,01-09-2006,360,8.45,PA,617,Owner Occupied,Fix
1535,80,80,124000,01-09-2006,360,8.49,FL,556,Owner Occupied,ARM
4088,44.29,44.29,124000,18-09-2006,360,8.35,FL,620,Owner Occupied,Fix
4522,86.47,86.47,124000,18-08-2006,360,9.8,FL,587,Owner Occupied,ARM
3983,80,100,123964,30-08-2006,360,8.35,KY,606,Owner Occupied,ARM
648,70,70,123900,29-08-2006,360,10.5,AZ,532,Owner Occupied,ARM
801,85,85,123760,17-08-2006,360,9.4,TX,555,Owner Occupied,ARM
4238,84.33,84.33,123503,21-07-2006,360,7.75,MD,693,Investor Owned,Fix
2477,82.89,82.89,123500,05-09-2006,360,8.7,LA,634,Owner Occupied,Fix
4220,95,95,123500,30-08-2006,360,9.45,IL,616,Owner Occupied,ARM
3729,100,100,123497,28-08-2006,360,12.5,TX,594,Owner Occupied,Fix
3107,95,95,123400,21-08-2006,360,9.45,TX,586,Owner Occupied,ARM
793,90,90,123300,14-08-2006,360,8.25,WA,583,Owner Occupied,ARM
2375,90,100,123300,24-08-2006,360,10.075,TN,573,Owner Occupied,ARM
1438,85,85,123250,29-08-2006,480,6.75,MD,648,Owner Occupied,Fix
2010,85,85,123250,07-09-2006,360,8.738,IL,517,Owner Occupied,ARM
704,80,100,123200,31-08-2006,360,8.5,FL,707,Owner Occupied,ARM
4094,76.49,76.49,123000,13-09-2006,360,7.75,AZ,586,Owner Occupied,Fix
3084,60.44,60.44,122550,07-09-2006,360,6.875,NJ,640,Owner Occupied,Fix
288,70,70,122500,06-09-2006,480,7.75,IL,561,Owner Occupied,ARM
1803,81.67,81.67,122500,30-08-2006,360,7.4,CT,629,Owner Occupied,ARM
3224,79.03,79.03,122500,07-09-2006,360,8.5,NY,554,Owner Occupied,ARM
1221,90,90,122400,23-08-2006,360,8.8,IL,626,Investor Owned,ARM
1848,80,80,122400,21-08-2006,480,8.55,NM,565,Owner Occupied,ARM
1913,80,80,122400,21-08-2006,360,7.9,LA,539,Owner Occupied,Fix
4048,75,75,122250,11-09-2006,360,8.45,MD,562,Owner Occupied,ARM
1416,88.87,88.87,122200,18-08-2006,360,9.3,IN,503,Owner Occupied,ARM
100,84.02,84.02,122000,23-08-2006,300,10.1,MS,560,Owner Occupied,Fix
3920,80,100,122000,13-09-2006,360,8.5,FL,643,Owner Occupied,ARM
4062,79.22,79.22,122000,05-09-2006,360,9.35,MD,518,Owner Occupied,ARM
4687,100,100,122000,05-09-2006,360,10.95,NJ,587,Owner Occupied,ARM
3596,90,90,121860,30-08-2006,360,10.25,IL,559,Owner Occupied,Fix
763,70,100,121800,14-08-2006,480,7.24,CO,714,Investor Owned,ARM
4658,90,90,121725,22-08-2006,360,8.65,FL,645,Investor Owned,Fix
768,95,95,121600,23-08-2006,480,11.5,AZ,598,Owner Occupied,ARM
927,80,80,121600,29-08-2006,360,8.5,TX,588,Owner Occupied,Fix
2239,80,100,121600,10-08-2006,360,7.9,TX,601,Owner Occupied,Fix
2449,95,95,121600,29-08-2006,360,8.95,OH,622,Owner Occupied,Fix
3075,80,80,121600,28-08-2006,360,10.999,IN,558,Owner Occupied,ARM
3173,80,80,121600,06-09-2006,360,7.9,TX,622,Owner Occupied,ARM
3573,80,100,121600,31-08-2006,360,9,IL,683,Owner Occupied,ARM
1742,88.69,88.69,121509,14-04-2006,360,7.375,MN,681,Owner Occupied,Fix
467,90,90,121506,09-08-2006,360,9.52,TX,514,Owner Occupied,ARM
895,90,90,121500,31-08-2006,360,8.5,IL,563,Owner Occupied,ARM
1532,90,100,121500,31-08-2006,360,11.35,TX,561,Owner Occupied,ARM
1541,90,100,121500,22-08-2006,360,9.625,NE,529,Owner Occupied,Fix
2014,90,100,121500,16-08-2006,480,9.7,IL,625,Investor Owned,ARM
2220,90,90,121500,31-08-2006,480,9.23,IL,590,Owner Occupied,ARM
3363,90,90,121500,28-08-2006,360,9.8,WI,557,Owner Occupied,ARM
4246,92.75,92.75,121500,12-09-2006,360,9.95,MI,534,Owner Occupied,ARM
2870,90,97.41,121410,21-08-2006,360,7.5,OH,625,Owner Occupied,Fix
1613,59.86,59.86,120915,30-08-2006,360,8.3,FL,559,Owner Occupied,Fix
1734,78.4,78.4,120820,29-08-2006,360,7.875,PA,585,Owner Occupied,ARM
1444,87.52,87.52,120780,05-09-2006,360,8.45,LA,553,Owner Occupied,Fix
1331,85,85,120700,22-08-2006,360,8.45,IL,508,Owner Occupied,ARM
3841,95,95,120650,30-08-2006,360,7.999,IL,631,Owner Occupied,ARM
137,90,90,120600,30-08-2006,360,7.99,OH,585,Owner Occupied,ARM
1310,90,90,120600,25-08-2006,360,9.5,LA,609,Second Home ÿÿ,ARM
4823,92.5,92.5,120250,07-09-2006,240,8.75,SC,635,Owner Occupied,Fix
4070,90,90,120150,15-09-2006,360,8.7,MI,677,Investor Owned,ARM
185,57.14,57.14,120000,30-08-2006,480,7.15,FL,647,Owner Occupied,Fix
1060,80,80,120000,31-05-2006,360,7.7,TX,599,Owner Occupied,ARM
1064,50,50,120000,30-08-2006,360,9.25,MD,543,Owner Occupied,ARM
1237,89.55,89.55,120000,17-08-2006,360,7.65,AZ,628,Owner Occupied,Fix
1322,80,100,120000,28-08-2006,360,8.375,MN,644,Owner Occupied,ARM
1655,86.71,86.71,120000,14-07-2006,360,7.25,MO,682,Owner Occupied,Fix
1789,100,100,120000,30-08-2006,360,9.05,IL,607,Owner Occupied,ARM
2229,77.42,77.42,120000,21-08-2006,360,8.5,FL,545,Owner Occupied,ARM
2429,80,100,120000,23-08-2006,480,8.475,FL,659,Owner Occupied,ARM
3317,80,100,120000,21-08-2006,480,8.08,MN,601,Owner Occupied,ARM
3923,52.17,54.89,120000,18-09-2006,360,9.475,MN,522,Owner Occupied,ARM
4406,80,80,120000,31-08-2006,360,9.65,LA,535,Owner Occupied,ARM
4692,80,80,120000,31-08-2006,360,8.25,PA,673,Investor Owned,ARM
4715,74.53,74.53,120000,31-08-2006,360,7.25,FL,509,Owner Occupied,ARM
3918,80,100,119920,29-08-2006,360,7.25,FL,657,Owner Occupied,Fix
4553,85,85,119850,05-09-2006,360,9.55,NE,504,Owner Occupied,ARM
1096,80,100,119800,21-08-2006,360,9.05,SD,644,Owner Occupied,ARM
2844,90,90,119700,16-08-2006,360,7.99,CO,552,Owner Occupied,Fix
3074,95,95,119700,05-09-2006,360,9.9,MO,536,Owner Occupied,ARM
4237,80,100,119600,18-09-2006,360,7.85,AZ,643,Owner Occupied,ARM
2566,74.7,74.7,119525,31-08-2006,360,8,IL,612,Owner Occupied,ARM
1095,84.33,84.33,119500,05-05-2006,360,8.99,KY,591,Owner Occupied,ARM
2037,95,95,119415,17-08-2006,360,9.375,WI,655,Investor Owned,ARM
2750,80,80,119200,25-08-2006,480,9.55,FL,619,Owner Occupied,ARM
4646,80,80,119200,05-09-2006,360,8.5,TX,509,Owner Occupied,Fix
119,85,85,119000,24-08-2006,360,8.9,AL,531,Owner Occupied,ARM
1165,85,85,119000,24-08-2006,360,7.35,LA,589,Owner Occupied,Fix
2937,85,85,119000,15-08-2006,360,9.65,FL,574,Owner Occupied,ARM
3511,85,85,119000,30-08-2006,360,8.65,SC,624,Owner Occupied,Fix
56,90,100,118800,22-08-2006,360,9.05,MI,553,Owner Occupied,Fix
216,88,88,118800,31-08-2006,480,10.775,IL,618,Investor Owned,ARM
544,90,100,118800,31-08-2006,360,10.4,TX,555,Owner Occupied,Fix
554,90,90,118800,22-08-2006,360,8.85,NV,655,Second Home ÿÿ,ARM
1604,90,90,118800,31-08-2006,360,9.6,FL,591,Owner Occupied,ARM
2345,90,90,118800,31-08-2006,360,8.65,IL,672,Investor Owned,ARM
2387,90,90,118800,08-09-2006,360,7.25,OR,674,Owner Occupied,ARM
635,95,95,118750,21-08-2006,360,8.65,AR,598,Owner Occupied,ARM
816,95,95,118750,28-08-2006,480,9.7,MA,627,Owner Occupied,ARM
2442,95,95,118750,05-09-2006,360,9.35,TX,753,Investor Owned,ARM
2711,95,95,118750,31-08-2006,360,7.5,NE,672,Owner Occupied,ARM
3021,95,95,118750,17-08-2006,480,8.75,NM,618,Owner Occupied,ARM
4285,95,100,118750,19-09-2006,360,9.3,TX,580,Owner Occupied,Fix
723,58.09,58.09,118500,22-08-2006,360,7.5,FL,587,Owner Occupied,ARM
3994,83.59,83.59,118450,05-09-2006,360,8.625,MI,619,Owner Occupied,Fix
3407,90,90,118440,30-08-2006,360,8.75,GA,614,Owner Occupied,Fix
265,80.89,80.89,118100,29-08-2006,360,6.875,GA,765,Investor Owned,Fix
1259,20,100,118000,24-05-2006,360,12.2,CA,617,Owner Occupied,Fix
4190,67.43,67.43,118000,30-08-2006,360,7.99,IL,511,Owner Occupied,ARM
1392,90,90,117900,05-09-2006,360,9.45,NM,589,Owner Occupied,ARM
2074,95,95,117799,08-09-2006,240,7.25,TN,698,Owner Occupied,Fix
1093,80,100,117556,11-08-2006,480,8.25,MI,603,Owner Occupied,ARM
933,63.51,63.51,117500,22-08-2006,360,6.95,FL,662,Owner Occupied,Fix
4681,100,100,117500,28-08-2006,360,8.95,TN,629,Owner Occupied,ARM
2770,90,90,117393,15-08-2006,360,8.5,MO,636,Owner Occupied,Fix
4893,85,85,117300,30-08-2006,360,9,IN,528,Owner Occupied,ARM
1926,90,90,117208,22-08-2006,360,7.625,MO,687,Owner Occupied,Fix
3534,83,83,117030,31-08-2006,360,9.5,MD,505,Owner Occupied,ARM
471,90,90,117000,12-09-2006,360,10.53,KS,636,Investor Owned,ARM
483,88.64,88.64,117000,23-08-2006,360,8.35,TX,655,Owner Occupied,Fix
488,90,90,117000,30-08-2006,360,10.15,AZ,572,Owner Occupied,ARM
978,90,90,117000,23-06-2006,360,8.3,IN,647,Investor Owned,ARM
993,20,100,117000,26-07-2006,360,12.25,CA,628,Owner Occupied,Fix
1214,90,90,117000,01-09-2006,360,8.85,LA,601,Owner Occupied,ARM
1329,90,90,117000,22-08-2006,360,9,PA,620,Owner Occupied,Fix
1435,79.76,79.76,117000,30-08-2006,360,8.75,LA,580,Owner Occupied,ARM
1674,90,90,117000,22-08-2006,360,9.7,TX,542,Owner Occupied,ARM
1716,78.52,78.52,117000,30-08-2006,360,7.7,FL,557,Owner Occupied,ARM
2780,90,90,117000,30-03-2006,360,9.75,WA,571,Owner Occupied,ARM
3447,92.86,92.86,117000,29-08-2006,360,8.75,IL,589,Owner Occupied,ARM
3873,68.02,68.02,117000,28-08-2006,360,6.375,FL,661,Owner Occupied,Fix
4026,90,100,117000,08-09-2006,360,8.95,OH,569,Owner Occupied,ARM
4821,76.47,76.47,117000,12-09-2006,360,7.1,MD,613,Owner Occupied,ARM
3978,90,90,116910,14-09-2006,360,10,TX,511,Owner Occupied,ARM
1531,89.99,89.99,116900,25-08-2006,480,9,FL,666,Second Home ÿÿ,ARM
1536,80,100,116800,17-08-2006,360,7.55,CA,642,Owner Occupied,ARM
4119,80,100,116800,31-08-2006,480,8.55,MN,640,Owner Occupied,ARM
4051,62.89,62.89,116596,31-08-2006,300,7.35,AR,655,Owner Occupied,Fix
2218,80,100,116480,25-08-2006,360,8.7,MN,647,Owner Occupied,ARM
3132,90,90,116280,25-08-2006,360,6.875,AZ,727,Owner Occupied,Fix
1612,76.99,76.99,116250,28-08-2006,360,8.8,PA,507,Owner Occupied,Fix
112,89.68,89.68,116150,30-08-2006,360,7.25,PA,695,Owner Occupied,Fix
261,90,90,116100,31-08-2006,360,9.99,MI,626,Investor Owned,ARM
3066,90,90,116100,30-08-2006,360,9.375,IL,682,Investor Owned,ARM
147,80,100,116000,05-09-2006,360,7.99,FL,635,Owner Occupied,ARM
457,89.23,89.23,116000,07-09-2006,480,8.2,MD,644,Owner Occupied,Fix
960,80,80,116000,14-08-2006,360,7.85,PA,561,Owner Occupied,ARM
1919,87.88,100,116000,10-08-2006,360,8.9,NE,625,Investor Owned,ARM
1962,100,100,116000,23-08-2006,360,8.7,PA,719,Owner Occupied,ARM
2319,80,100,116000,31-08-2006,480,7.375,UT,613,Owner Occupied,ARM
2539,79.45,99.32,116000,28-08-2006,360,7.95,MO,615,Owner Occupied,ARM
2888,80,80,116000,25-08-2006,360,8,TX,519,Owner Occupied,ARM
3123,78.83,78.83,116000,21-08-2006,360,8.25,PA,562,Owner Occupied,ARM
3552,80,100,116000,23-08-2006,360,8.45,CA,600,Owner Occupied,ARM
4071,20,100,116000,06-07-2006,360,11.99,CA,622,Owner Occupied,Fix
4822,80,80,116000,11-09-2006,360,8.75,LA,559,Owner Occupied,ARM
4129,80,100,115920,15-09-2006,360,7.99,SD,624,Owner Occupied,ARM
4319,95,95,115900,21-08-2006,360,10.9,TX,612,Owner Occupied,ARM
1912,85,85,115600,25-08-2006,360,9.2,OH,529,Owner Occupied,ARM
2656,80,100,115600,29-08-2006,360,8.25,AZ,615,Owner Occupied,ARM
2007,90,100,115200,25-08-2006,360,9.45,MO,547,Owner Occupied,ARM
2089,80,80,115200,30-06-2006,360,10.05,IL,547,Owner Occupied,ARM
2519,80,100,115200,31-08-2006,480,8.925,MO,602,Owner Occupied,ARM
2776,80,80,115200,25-08-2006,360,9.8,OH,507,Owner Occupied,ARM
2853,90,90,115200,18-05-2006,360,9.99,OH,545,Owner Occupied,ARM
3654,90,90,115200,29-08-2006,480,9.99,KY,537,Owner Occupied,ARM
4481,90,100,115200,29-08-2006,360,10.6,MO,653,Investor Owned,ARM
367,95,95,115187,28-08-2006,480,10.2,UT,663,Investor Owned,ARM
3988,90,90,115106,31-08-2006,360,8.85,IL,558,Owner Occupied,ARM
8,79.31,79.31,115000,15-08-2006,360,8.99,NJ,540,Owner Occupied,ARM
21,20,100,115000,31-08-2006,360,11.7,HI,613,Owner Occupied,Fix
44,77.7,77.7,115000,06-09-2006,360,12.35,MI,518,Owner Occupied,ARM
435,79.86,79.86,115000,25-08-2006,360,9.25,TX,613,Owner Occupied,ARM
1710,20,100,115000,10-07-2006,360,12.75,CA,627,Owner Occupied,Fix
4028,100,100,115000,18-09-2006,480,10.35,MO,632,Owner Occupied,ARM
1226,85,85,114750,28-08-2006,360,9.85,AZ,500,Owner Occupied,ARM
1954,85,85,114750,23-08-2006,360,7.95,NC,596,Owner Occupied,Fix
746,75,75,114675,05-06-2006,360,10.375,FL,507,Investor Owned,ARM
3340,82.97,82.97,114500,21-08-2006,360,8.35,TN,576,Owner Occupied,ARM
2174,80,100,114400,21-08-2006,360,9.5,FL,642,Owner Occupied,ARM
2389,80,100,114400,31-08-2006,480,6.99,UT,678,Owner Occupied,ARM
3054,94.93,94.93,114400,22-08-2006,360,9.75,OK,640,Owner Occupied,ARM
1516,90,100,114300,09-08-2006,360,8.45,MO,559,Investor Owned,ARM
2674,90,90,114300,28-08-2006,360,7.95,MI,701,Owner Occupied,Fix
2324,78.76,78.76,114200,28-08-2006,360,8.15,MO,581,Owner Occupied,ARM
353,78.62,96.83,114000,06-09-2006,480,8.9,MI,518,Owner Occupied,ARM
1720,95,95,114000,01-09-2006,360,8,NY,683,Owner Occupied,Fix
2411,95,95,114000,29-08-2006,360,10,MI,576,Owner Occupied,ARM
2715,43.85,43.85,114000,12-09-2006,360,8.875,FL,508,Owner Occupied,ARM
3030,95,95,114000,31-08-2006,360,8.35,PA,606,Owner Occupied,Fix
3483,82.61,82.61,114000,29-08-2006,360,8.8,FL,504,Owner Occupied,ARM
4722,95,95,114000,31-08-2006,480,10.85,MO,632,Owner Occupied,ARM
4777,95,100,114000,31-08-2006,480,8.2,OH,663,Owner Occupied,Fix
469,85,100,113900,01-09-2006,360,9.475,FL,511,Owner Occupied,ARM
3713,80,80,113600,08-09-2006,480,8.75,IL,574,Owner Occupied,ARM
158,75,100,113550,24-08-2006,360,9.75,UT,530,Owner Occupied,ARM
1908,73.7,73.7,113500,15-05-2006,360,8.5,MN,576,Owner Occupied,ARM
4554,84.89,84.89,113500,31-08-2006,360,7.25,MI,657,Owner Occupied,Fix
565,95,95,113430,31-05-2006,360,9.3,TX,622,Owner Occupied,ARM
2455,90,90,113400,29-08-2006,480,9.2,IN,572,Owner Occupied,ARM
4016,90,100,113400,13-09-2006,360,10.45,MO,521,Owner Occupied,ARM
4741,89.29,89.29,113400,24-08-2006,360,8.65,IL,569,Owner Occupied,ARM
3338,80.86,80.86,113200,30-08-2006,360,8.3,WI,637,Owner Occupied,Fix
4027,80,100,113200,16-08-2006,480,7.975,MS,708,Owner Occupied,ARM
1271,93.55,93.55,113199,06-04-2006,360,8.99,TX,616,Owner Occupied,Fix
3799,85,100,113050,31-08-2006,360,10.05,MO,537,Owner Occupied,ARM
507,95,100,113016,25-08-2006,360,8.4,WI,686,Investor Owned,ARM
2814,62.51,62.51,113000,28-08-2006,360,7.99,PA,629,Owner Occupied,Fix
111,90,90,112500,30-08-2006,360,9.7,PA,548,Owner Occupied,Fix
134,90,90,112500,05-09-2006,360,10.3,PA,516,Owner Occupied,ARM
695,75,75,112500,21-08-2006,360,9.05,IA,638,Owner Occupied,ARM
851,77.59,77.59,112500,14-08-2006,360,8.3,MD,517,Owner Occupied,Fix
1208,90,90,112500,11-09-2006,360,7.375,SC,660,Owner Occupied,Fix
1248,76.01,76.01,112500,31-08-2006,360,9.45,IL,511,Owner Occupied,Fix
1375,90,90,112500,23-08-2006,360,9.25,PA,560,Owner Occupied,Fix
1618,90,90,112500,28-08-2006,360,8.55,AL,684,Owner Occupied,Fix
1678,90,90,112500,05-09-2006,360,9,MI,587,Owner Occupied,ARM
1719,90,90,112500,30-08-2006,360,9.15,FL,535,Owner Occupied,ARM
2987,90,90,112500,28-08-2006,360,9.975,FL,599,Owner Occupied,ARM
3857,90,90,112500,31-08-2006,360,9.99,WI,518,Owner Occupied,ARM
3869,90,90,112500,01-09-2006,480,8.7,AL,601,Owner Occupied,ARM
4189,90,90,112500,29-08-2006,360,9.4,IL,544,Owner Occupied,ARM
4455,75,75,112500,30-08-2006,360,7.75,FL,530,Owner Occupied,ARM
3148,90,90,112410,31-08-2006,360,9.75,MI,560,Owner Occupied,Fix
2426,85,85,112200,29-08-2006,480,8.35,KY,596,Owner Occupied,ARM
1103,95,95,112100,22-08-2006,360,8.35,IL,656,Owner Occupied,ARM
2290,95,95,112100,24-08-2006,360,10.075,OH,682,Investor Owned,ARM
3136,95,95,112100,21-08-2006,360,9.75,MO,598,Owner Occupied,Fix
349,80,80,112000,31-08-2006,360,9.375,WI,529,Owner Occupied,ARM
474,89.6,89.6,112000,01-09-2006,360,9.9,IL,549,Owner Occupied,ARM
549,80,80,112000,31-08-2006,360,8.75,NY,592,Owner Occupied,ARM
2342,44.09,44.09,112000,21-08-2006,360,7.875,CO,544,Owner Occupied,Fix
3004,100,100,112000,21-08-2006,360,11.99,TX,626,Owner Occupied,Fix
3612,80,80,112000,30-08-2006,360,9.35,IL,525,Owner Occupied,Fix
3621,80,100,112000,30-08-2006,360,9.6,LA,649,Owner Occupied,ARM
3740,94.92,94.92,112000,25-08-2006,360,9.99,OH,580,Owner Occupied,ARM
4121,80,100,112000,31-08-2006,360,9.1,AL,644,Owner Occupied,ARM
4133,80,98.84,112000,13-09-2006,360,8.95,TX,547,Owner Occupied,Fix
4661,81.75,81.75,112000,30-08-2006,360,8.4,IL,571,Owner Occupied,Fix
1569,90,90,111600,11-08-2006,360,9.5,IL,641,Investor Owned,ARM
2369,90,100,111600,05-09-2006,360,10.4,TX,581,Owner Occupied,ARM
2947,90,100,111600,25-08-2006,360,10.3,NC,556,Owner Occupied,Fix
4100,80,100,111600,25-08-2006,480,7.9,KY,633,Owner Occupied,ARM
3332,90,100,111510,30-08-2006,480,9,GA,568,Owner Occupied,ARM
4693,80,80,111200,07-09-2006,360,9.45,UT,551,Owner Occupied,Fix
268,83.58,83.58,111000,18-08-2006,360,7.85,IN,668,Owner Occupied,ARM
2790,69.38,69.38,111000,25-08-2006,360,9.025,IL,539,Owner Occupied,ARM
2378,94,94,110920,18-08-2006,360,9.05,OH,610,Owner Occupied,ARM
2447,90,90,110700,07-09-2006,360,7.5,FL,613,Owner Occupied,Fix
2732,90,100,110700,31-08-2006,480,7.45,MO,586,Owner Occupied,ARM
3861,90,90,110700,01-09-2006,360,9.55,PA,676,Investor Owned,ARM
634,90,90,110610,07-06-2006,360,9.55,FL,646,Investor Owned,ARM
190,85,85,110500,30-08-2006,360,9.05,MN,565,Owner Occupied,ARM
361,85,85,110500,07-09-2006,360,7.95,LA,632,Owner Occupied,Fix
2391,85,100,110500,22-08-2006,360,9.575,NE,538,Owner Occupied,ARM
4103,85,100,110415,23-08-2006,360,9.15,TX,539,Owner Occupied,ARM
297,80,100,110400,29-08-2006,480,7.1,IL,623,Owner Occupied,ARM
2350,84.99,84.99,110400,24-08-2006,360,10.65,PA,591,Investor Owned,ARM
1687,90,90,110336,08-09-2006,360,9.25,MI,550,Owner Occupied,Fix
4853,95,95,110200,30-08-2006,360,8.7,OH,620,Owner Occupied,Fix
41,64.71,64.71,110000,23-08-2006,360,8.25,AZ,549,Owner Occupied,ARM
559,44,44,110000,22-08-2006,360,6.8,IL,744,Owner Occupied,Fix
606,35.68,35.68,110000,31-08-2006,360,7.875,CA,604,Owner Occupied,ARM
722,20,100,110000,24-07-2006,360,12.5,CA,625,Owner Occupied,Fix
1690,77.47,77.47,110000,28-08-2006,360,9.99,FL,517,Owner Occupied,Fix
2029,88,88,110000,30-08-2006,360,8.99,NJ,540,Owner Occupied,ARM
3872,73.33,73.33,110000,30-08-2006,360,8.35,NJ,556,Owner Occupied,ARM
3889,78.01,78.01,110000,01-09-2006,360,8.4,TX,551,Owner Occupied,Fix
4477,31.43,31.43,110000,31-08-2006,360,7.99,CA,516,Owner Occupied,ARM
4584,78.57,78.57,110000,29-08-2006,360,7.85,IL,501,Owner Occupied,ARM
3490,90,100,109800,18-08-2006,360,8.8,MN,651,Investor Owned,ARM
103,80,100,109600,24-08-2006,360,7.35,KS,637,Owner Occupied,ARM
2139,80,100,109600,29-08-2006,480,7.55,UT,686,Owner Occupied,ARM
3781,95,95,109250,31-08-2006,360,7.95,UT,620,Owner Occupied,ARM
4060,95,95,109250,28-08-2006,360,8.2,IL,621,Owner Occupied,Fix
4703,95,95,109250,31-08-2006,360,10.6,LA,637,Owner Occupied,ARM
2486,78.99,78.99,109000,11-08-2006,360,7.55,IL,569,Owner Occupied,Fix
609,90,90,108900,24-08-2006,360,11.5,LA,581,Owner Occupied,ARM
2638,90,90,108900,01-06-2006,360,10.05,WI,503,Owner Occupied,ARM
3139,90,90,108900,18-09-2006,360,8.95,IL,635,Second Home ÿÿ,Fix
2282,85,85,108800,18-08-2006,360,10.8,MO,545,Owner Occupied,ARM
1109,75,75,108750,23-08-2006,360,10.525,MI,506,Owner Occupied,ARM
233,70,100,108500,14-08-2006,480,7.24,CO,714,Investor Owned,ARM
828,70,70,108500,25-08-2006,360,11.95,NY,527,Owner Occupied,ARM
248,80,100,108000,11-09-2006,360,7.1,NV,655,Owner Occupied,ARM
270,68.35,68.35,108000,18-08-2006,360,8.5,TX,562,Owner Occupied,Fix
894,80,80,108000,21-08-2006,360,8,WI,590,Owner Occupied,Fix
930,90,90,108000,15-08-2006,360,10.65,IL,653,Investor Owned,Fix
1242,80,80,108000,22-08-2006,360,9.2,MI,592,Owner Occupied,ARM
1651,77.03,99.73,108000,30-08-2006,360,9.2,NC,552,Owner Occupied,ARM
1989,80,80,108000,29-08-2006,360,8.1,TX,539,Owner Occupied,Fix
2101,69.68,69.68,108000,21-08-2006,360,9.7,AZ,505,Owner Occupied,ARM
2126,80,80,108000,22-08-2006,360,9.99,IN,517,Owner Occupied,ARM
2152,80,80,108000,11-08-2006,360,9.25,WI,535,Owner Occupied,ARM
2181,80,80,108000,22-08-2006,480,8.3,MD,581,Owner Occupied,ARM
3071,90,100,108000,25-08-2006,360,10,IL,612,Owner Occupied,ARM
3117,90,90,108000,25-08-2006,480,8.3,MI,568,Owner Occupied,ARM
3175,80,100,108000,23-08-2006,360,7.65,IL,654,Owner Occupied,ARM
3578,90,90,108000,24-08-2006,360,9.95,IN,634,Investor Owned,Fix
3584,80,80,108000,06-09-2006,360,8.175,MI,590,Owner Occupied,ARM
3684,93.1,93.1,108000,31-08-2006,480,8.45,OK,629,Owner Occupied,Fix
3708,90,100,108000,25-08-2006,360,9.65,WI,560,Owner Occupied,ARM
4328,90,90,108000,06-09-2006,480,8,IL,726,Owner Occupied,ARM
4541,90,90,108000,31-08-2006,360,8.25,OH,641,Investor Owned,Fix
4565,80,100,108000,28-08-2006,360,8.425,IL,607,Owner Occupied,ARM
4764,90,90,108000,30-08-2006,360,9.45,WI,618,Owner Occupied,ARM
742,89.81,89.81,107950,21-07-2006,360,7.25,MI,731,Owner Occupied,Fix
4645,80,100,107600,25-08-2006,360,8.925,WI,641,Owner Occupied,ARM
3815,90,90,107550,05-09-2006,360,10.85,WI,543,Owner Occupied,ARM
1959,58.11,58.11,107500,28-08-2006,480,7.15,FL,620,Owner Occupied,Fix
333,95,95,107350,12-05-2006,360,7.125,NY,742,Owner Occupied,Fix
2005,95,95,107350,21-08-2006,360,10.2,MI,610,Owner Occupied,ARM
3194,80,100,107200,31-08-2006,360,7.95,IL,601,Owner Occupied,ARM
4655,80,100,107200,28-08-2006,360,8.975,WI,694,Owner Occupied,ARM
1182,90,95,107100,29-08-2006,360,10.25,TX,569,Owner Occupied,ARM
1255,90,90,107010,06-09-2006,360,8.75,MD,608,Owner Occupied,Fix
2865,100,100,107000,16-08-2006,360,11.575,TX,581,Owner Occupied,Fix
3412,33.44,33.44,107000,22-08-2006,360,6.9,MD,602,Owner Occupied,Fix
1950,80,100,106800,22-08-2006,360,7.8,IL,601,Owner Occupied,ARM
39,85,85,106675,30-08-2006,480,8.3,FL,540,Owner Occupied,ARM
4219,90,100,106650,19-09-2006,480,9.5,MO,584,Owner Occupied,ARM
2008,94.34,94.34,106600,25-08-2006,360,7.375,MS,712,Owner Occupied,Fix
2030,27.99,27.99,106599,21-08-2006,360,8.9,NJ,671,Owner Occupied,ARM
4036,90,90,106437,17-07-2006,360,8.5,PA,622,Owner Occupied,Fix
610,80,100,106273,29-08-2006,360,9.25,TX,645,Owner Occupied,ARM
1406,90,90,106200,29-08-2006,360,6.75,AL,716,Owner Occupied,Fix
2285,90,90,106200,23-08-2006,360,10.5,MI,538,Owner Occupied,ARM
4163,90,90,106200,30-08-2006,360,9.5,MD,504,Owner Occupied,ARM
2146,62.35,62.35,106000,15-08-2006,360,8.5,FL,575,Owner Occupied,Fix
2310,20,100,106000,31-08-2006,360,11.45,MA,625,Owner Occupied,Fix
1432,94.58,94.58,105925,06-09-2006,480,7.45,MI,653,Owner Occupied,ARM
3962,90,90,105867,13-07-2006,180,6.99,OH,720,Owner Occupied,Fix
2538,83.27,83.27,105750,21-08-2006,360,8.95,AL,605,Owner Occupied,Fix
2815,95,100,105735,15-09-2006,360,11.452,TX,603,Owner Occupied,Fix
770,70,70,105700,14-08-2006,360,9.05,PA,519,Owner Occupied,ARM
1538,75,75,105525,28-08-2006,360,8.75,TX,563,Owner Occupied,ARM
428,90,90,105300,31-08-2006,360,8.4,OH,647,Owner Occupied,ARM
689,90,90,105300,05-09-2006,360,9,AR,534,Owner Occupied,Fix
706,90,90,105300,05-09-2006,360,9.75,TX,602,Owner Occupied,ARM
3756,90,90,105300,28-08-2006,360,8.2,LA,556,Owner Occupied,Fix
